index,z_index,z_title,z_main_author,z_abstract,z_venue,z_year
1761,61003,Key hierarchies for hierarchical access control in secure group communications,Junzhi Yan,"The problem of hierarchical access control in secure group communications has elicited much interest in the literatures. However, most of the researches to date on hierarchical access control pay more attention to the particular encryption techniques, but considered little about the features of key hierarchies. In hierarchical access control systems, keys are usually organized hierarchically. We analyze the user-based, resource-based and unified key hierarchies in this paper. The first two hierarchies are established from the access matrix. By unifying these two hierarchies, we get the unified key hierarchy. Furthermore, we introduce the explicit accessible set and the explicit dominating set to describe the key distributions for these hierarchies, and prove that the unified key hierarchy can be formed from the explicit dominating sets in the user-based key hierarchy or the explicit accessible sets in the resource-based key hierarchy. To evaluate the efficiency of the described key hierarchies, we combine these hierarchies with the existing key assignment models and analyze their storage and rekey overheads. These overheads can be derived from the access matrix, and the derivation procedure is described. The conclusions of this paper can help to establish a suitable key hierarchy so as to make the key assignment scheme more efficient in practical applications.",Computer Networks: The International Journal of Computer and Telecommunications Networking,2009
1762,,,,,,
1763,,,,,,
1764,,,,,,
1765,,,,,,
1766,,,,,,
1767,,,,,,
1768,128961,Towards comprehensive RRM frameworks for heterogeneous wireless networks,Abd-Elhamid M. Taha,"Heterogeneous Wireless Networks (HWNs) challenge traditional arguments for designing Radio Resource Management (RRM) frameworks. Current mechanisms risk underutilization and resource mismanagement. The dynamic nature of user demands in HWNs also calls for RRM modules with controlled operational cost. In this paper, we introduce an RRM framework designed to overcome these challenges of HWNs. In doing so, we elaborate on the motivations and review the status quo in both literature and standardization.","Proceedings of the 2009 conference on Information Science, Technology and Applications",2009
1768,404887,Average misbelief criterion in the minimal fuzzy covering problem,Anna Sikharulidze,A new criterion is introduced for a minimal fuzzy covering which is a minimal value of average misbelief in possible alternatives. A bicriterion problem is obtained using the new criterion and the criterion of covering price minimization. The proposed approach is illustrated by a concrete example.,Proceedings of the 9th WSEAS International Conference on Fuzzy Systems,2008
1768,56999,Harnessing the power of simulation in the project management/decision support aspects of the construction industry,Gunnar Lucko,"This paper reviews the history of construction simulation systems in light of their graphical representation of complex scenarios. The simulation of construction operations has been a growing field of research over the last several decades. Since the introduction of the first simulation system, which was based on the activity cycle diagram paradigm of modeling, numerous additional tools have been introduced, each building on and expanding the modeling and analytical capabilities of previous approaches. However, despite such rich body of knowledge, which by now is expanding into areas such as visualization, animation, and virtual reality applications for construction project management, the beneficial application of simulation in practice has been marginal. This paper describes both historical and practical reasons for this situation and presents an ontology-based approach that can harness existing information in construction project management, especially the scheduling function, and has the potential to significantly improve its operational planning and optimization.",Proceedings of the 40th Conference on Winter Simulation,2008
1768,392988,The relationship of controllability between classical and fuzzy discrete-event systems,Junping Liu,"We have known that the controllability of classical discrete-event systems has already been extended into fuzzy discrete-event systems. In this paper, firstly, we recall some related definitions and results of the controllability for classical and fuzzy discrete-event systems, respectively. Secondly, we are concerned with the relationship of the controllability between classical and fuzzy discrete-event systems. In particular, we show that there is an equivalence of the controllability between the two systems to some extent, some special proofs are also presented. Finally, we use this equivalence to extend some general controllability properties of classical discrete-event systems into fuzzy ones.",Information Sciences: an International Journal,2008
1768,392988,The relationship of controllability between classical and fuzzy discrete-event systems,Junping Liu,"We have known that the controllability of classical discrete-event systems has already been extended into fuzzy discrete-event systems. In this paper, firstly, we recall some related definitions and results of the controllability for classical and fuzzy discrete-event systems, respectively. Secondly, we are concerned with the relationship of the controllability between classical and fuzzy discrete-event systems. In particular, we show that there is an equivalence of the controllability between the two systems to some extent, some special proofs are also presented. Finally, we use this equivalence to extend some general controllability properties of classical discrete-event systems into fuzzy ones.",Information Sciences: an International Journal,2008
